person_a,person_b,date,time
1756,1781,17/09/2004,15:33:59
1132,847,17/09/2004,16:21:23
27,652,17/09/2004,17:02:19
1624,398,17/09/2004,17:24:19
1624,1175,17/09/2004,17:26:47
1781,398,17/09/2004,18:00:00
1781,1756,17/09/2004,18:00:21
312,1,17/09/2004,18:13:22
312,1,17/09/2004,18:19:48
1756,1781,17/09/2004,18:46:23
1543,1282,17/09/2004,18:59:57
394,1190,17/09/2004,19:15:07
1282,1543,17/09/2004,19:27:35
557,561,17/09/2004,19:40:42
557,140,17/09/2004,19:45:55
1543,1312,17/09/2004,19:58:20
697,95,17/09/2004,20:24:22
652,1565,17/09/2004,20:26:08
652,27,17/09/2004,20:35:31
1397,1839,17/09/2004,20:55:41
710,1283,17/09/2004,21:00:07
1167,1540,17/09/2004,21:50:42
1624,544,17/09/2004,22:01:56
1624,1168,17/09/2004,22:02:19
1624,557,17/09/2004,22:04:27
1168,1624,17/09/2004,22:05:53
1839,1836,17/09/2004,22:07:45
1624,1168,17/09/2004,22:08:10
1839,509,17/09/2004,22:08:59
1168,1624,17/09/2004,22:09:57
1839,95,17/09/2004,22:11:34
1839,1397,17/09/2004,22:12:28
1168,1624,17/09/2004,22:21:59
1783,1231,17/09/2004,22:45:22
1540,1543,17/09/2004,22:49:22
1624,1168,17/09/2004,23:26:45
1624,1168,17/09/2004,23:27:06
1624,1168,17/09/2004,23:27:44
1168,1624,17/09/2004,23:28:17
1624,1168,17/09/2004,23:28:44
1168,1624,17/09/2004,23:29:14
1624,1168,17/09/2004,23:29:29
1168,1624,17/09/2004,23:30:14
1168,1624,17/09/2004,23:30:18
1168,1624,17/09/2004,23:31:38
1624,1168,17/09/2004,23:31:53
1624,1168,17/09/2004,23:32:05
1168,1624,17/09/2004,23:32:55
1624,1168,17/09/2004,23:33:45
1168,1624,17/09/2004,23:34:42
1624,1168,17/09/2004,23:35:13
1168,1624,17/09/2004,23:36:29
1624,1168,17/09/2004,23:40:21
1168,1624,17/09/2004,23:45:15
1624,1168,17/09/2004,23:47:38
1168,1624,17/09/2004,23:48:58
1624,1168,17/09/2004,23:51:01
1168,1624,17/09/2004,23:53:47
1624,1168,18/09/2004,00:00:00
1168,1624,18/09/2004,00:00:30
1052,1624,18/09/2004,00:02:32
1624,1168,18/09/2004,00:03:00
1624,1052,18/09/2004,00:03:14
1052,1624,18/09/2004,00:04:59
1624,1052,18/09/2004,00:08:16
1168,1624,18/09/2004,00:10:25
1624,1168,18/09/2004,00:11:27
1168,1624,18/09/2004,00:12:52
1624,1168,18/09/2004,00:14:30
1168,1624,18/09/2004,00:16:10
1624,1168,18/09/2004,00:19:30
1168,1624,18/09/2004,00:21:08
1624,1168,18/09/2004,00:24:47
1168,1624,18/09/2004,00:39:59
95,1839,18/09/2004,01:45:57
95,697,18/09/2004,01:46:43
1624,1168,18/09/2004,01:47:50
95,1842,18/09/2004,02:01:48
95,1837,18/09/2004,02:02:06
95,924,18/09/2004,02:03:15
95,1767,18/09/2004,02:03:57
1543,1540,18/09/2004,03:03:04
1624,155,18/09/2004,03:08:24
1175,1624,18/09/2004,03:53:37
211,1,18/09/2004,04:03:02
211,93,18/09/2004,04:03:48
211,673,18/09/2004,04:05:17
1,312,18/09/2004,05:22:15
1,312,18/09/2004,05:23:47
1,211,18/09/2004,05:25:38
1,312,18/09/2004,05:35:08
697,95,18/09/2004,05:39:06
1629,346,18/09/2004,05:43:23
398,1291,18/09/2004,06:09:57
1291,398,18/09/2004,06:11:13
398,1291,18/09/2004,06:12:37
1291,398,18/09/2004,06:13:03
398,1291,18/09/2004,06:13:51
1291,398,18/09/2004,06:14:26
1312,1543,18/09/2004,06:16:22
398,1291,18/09/2004,06:39:39
1291,398,18/09/2004,06:43:43
398,1291,18/09/2004,06:45:44
1291,398,18/09/2004,06:47:00
398,1291,18/09/2004,06:48:34
1291,398,18/09/2004,06:54:44
97,1748,18/09/2004,07:07:26
318,1601,18/09/2004,08:06:14
1338,1601,18/09/2004,08:24:05
1540,1167,18/09/2004,08:25:31
1540,1543,18/09/2004,08:33:59
585,652,18/09/2004,09:17:23
312,1,18/09/2004,16:15:05
1713,495,18/09/2004,19:17:39
1285,1000,18/09/2004,22:45:22
1285,27,18/09/2004,22:48:05
1836,1026,18/09/2004,23:39:43
1727,143,19/09/2004,00:49:35
1730,828,19/09/2004,01:09:00
1783,1626,19/09/2004,01:47:16
1540,1836,19/09/2004,02:47:03
346,1629,19/09/2004,03:36:52
95,1843,19/09/2004,03:41:51
652,585,19/09/2004,03:47:40
585,652,19/09/2004,04:21:47
652,585,19/09/2004,05:08:06
1844,1839,19/09/2004,06:37:22
1844,1845,19/09/2004,06:41:08
1844,1843,19/09/2004,06:42:49
821,483,19/09/2004,08:38:33
1624,1175,19/09/2004,10:11:01
1167,1540,19/09/2004,10:24:43
1167,1540,19/09/2004,10:25:06
503,1756,19/09/2004,10:40:28
244,1783,19/09/2004,20:32:24
143,1727,19/09/2004,20:43:22
95,561,19/09/2004,21:37:35
557,1624,19/09/2004,21:43:24
1727,143,19/09/2004,21:45:24
51,1436,19/09/2004,22:36:38
1626,1783,19/09/2004,23:06:52
44,1846,19/09/2004,23:35:43
1624,557,20/09/2004,00:04:31
398,1730,20/09/2004,00:34:41
398,1730,20/09/2004,00:35:22
1624,398,20/09/2004,00:38:28
398,1624,20/09/2004,00:40:36
1624,398,20/09/2004,00:41:08
398,1730,20/09/2004,00:41:37
398,1624,20/09/2004,00:42:02
398,1624,20/09/2004,00:43:36
1624,398,20/09/2004,00:53:56
1624,398,20/09/2004,00:54:12
1624,281,20/09/2004,00:56:51
1624,1758,20/09/2004,01:42:26
398,1624,20/09/2004,01:57:25
1624,398,20/09/2004,02:13:09
398,1624,20/09/2004,02:14:09
1624,398,20/09/2004,02:17:42
561,95,20/09/2004,02:19:41
1624,1349,20/09/2004,02:20:22
1624,398,20/09/2004,02:21:08
398,1624,20/09/2004,02:23:43
398,1624,20/09/2004,02:24:16
1624,398,20/09/2004,02:25:18
398,1624,20/09/2004,02:25:58
1624,398,20/09/2004,02:26:36
398,1624,20/09/2004,02:26:43
398,1624,20/09/2004,02:27:35
1624,398,20/09/2004,02:27:52
1624,398,20/09/2004,02:28:05
398,1624,20/09/2004,02:28:06
1624,398,20/09/2004,02:28:25
398,1624,20/09/2004,02:29:05
1624,398,20/09/2004,02:30:03
398,1624,20/09/2004,02:31:13
1624,398,20/09/2004,02:33:25
398,1624,20/09/2004,02:35:10
1624,398,20/09/2004,02:37:03
398,1624,20/09/2004,02:38:49
1624,398,20/09/2004,02:41:51
398,1624,20/09/2004,02:42:47
1624,398,20/09/2004,02:43:09
398,1624,20/09/2004,02:44:00
1624,398,20/09/2004,02:45:10
398,1624,20/09/2004,02:46:11
1624,398,20/09/2004,02:46:56
398,1624,20/09/2004,02:47:57
1624,398,20/09/2004,02:49:04
398,1624,20/09/2004,02:50:15
398,1624,20/09/2004,02:50:34
1624,398,20/09/2004,02:54:41
398,1624,20/09/2004,02:57:15
1624,398,20/09/2004,02:58:52
398,1624,20/09/2004,03:00:59
398,1624,20/09/2004,03:01:19
1624,398,20/09/2004,03:01:29
1624,398,20/09/2004,03:01:52
398,1624,20/09/2004,03:02:57
1624,398,20/09/2004,03:14:20
1624,271,20/09/2004,03:28:28
398,1624,20/09/2004,03:31:18
1624,398,20/09/2004,03:31:49
398,1624,20/09/2004,03:33:21
1403,95,20/09/2004,04:46:07
1543,1847,20/09/2004,05:08:14
1543,1848,20/09/2004,05:09:39
1758,1624,20/09/2004,05:17:47
492,145,20/09/2004,05:19:51
95,1849,20/09/2004,05:37:10
44,1850,20/09/2004,05:40:24
44,1851,20/09/2004,05:56:29
143,1727,20/09/2004,06:04:14
155,1624,20/09/2004,06:06:08
1624,155,20/09/2004,06:43:29
1730,398,20/09/2004,07:14:30
1730,398,20/09/2004,07:15:04
1730,398,20/09/2004,07:15:40
398,1730,20/09/2004,07:18:27
398,1730,20/09/2004,07:18:54
398,1730,20/09/2004,07:19:23
1540,1167,20/09/2004,07:59:44
1848,1543,20/09/2004,08:09:00
1852,44,20/09/2004,08:11:28
475,341,20/09/2004,09:30:47
323,298,20/09/2004,10:38:21
1167,1847,20/09/2004,15:54:13
1167,1848,20/09/2004,16:11:52
1167,97,20/09/2004,16:20:52
1167,1853,20/09/2004,16:26:03
1543,1848,20/09/2004,17:10:04
1543,1540,20/09/2004,17:13:42
27,652,20/09/2004,18:32:21
175,810,20/09/2004,20:00:28
1756,503,20/09/2004,20:54:49
509,1839,20/09/2004,23:12:41
509,1026,20/09/2004,23:13:45
1758,1845,21/09/2004,01:24:21
1543,710,21/09/2004,01:44:43
520,1624,21/09/2004,02:56:26
810,175,21/09/2004,03:11:09
1852,1344,21/09/2004,03:20:02
1601,1246,21/09/2004,03:20:42
44,1852,21/09/2004,05:12:32
1026,509,21/09/2004,05:19:21
492,710,21/09/2004,07:35:04
1854,224,21/09/2004,07:55:55
1624,520,21/09/2004,08:04:54
1624,1362,21/09/2004,08:05:36
1220,27,21/09/2004,08:22:20
1624,1601,21/09/2004,08:34:27
1391,1741,21/09/2004,08:45:39
1601,784,21/09/2004,08:45:47
755,1624,21/09/2004,09:04:55
1624,755,21/09/2004,09:05:57
755,1624,21/09/2004,09:09:13
1,3,21/09/2004,09:37:06
1,3,21/09/2004,09:38:24
710,492,21/09/2004,10:20:38
710,1281,21/09/2004,10:26:42
27,1220,21/09/2004,16:47:19
1291,1836,21/09/2004,17:23:04
557,1624,21/09/2004,17:56:24
1750,561,21/09/2004,17:59:32
1167,1280,21/09/2004,18:07:29
224,1854,21/09/2004,19:00:53
224,1644,21/09/2004,19:01:44
1724,1237,21/09/2004,19:09:16
1624,755,21/09/2004,19:34:27
1624,557,21/09/2004,19:45:01
1344,1852,21/09/2004,20:04:56
211,1,21/09/2004,21:02:20
1362,1624,21/09/2004,21:11:51
1362,1624,21/09/2004,21:12:23
561,1750,21/09/2004,21:26:23
1750,561,21/09/2004,21:31:39
1644,224,21/09/2004,22:05:33
1647,621,21/09/2004,22:18:43
281,1624,21/09/2004,22:40:29
1281,710,21/09/2004,22:49:16
1543,1855,21/09/2004,22:53:12
224,1644,21/09/2004,23:08:06
367,105,21/09/2004,23:23:48
367,317,21/09/2004,23:26:35
1343,1796,22/09/2004,00:47:41
97,1167,22/09/2004,02:06:30
492,1181,22/09/2004,02:33:57
1,211,22/09/2004,03:02:13
652,27,22/09/2004,03:04:31
1624,1362,22/09/2004,03:06:41
1624,1362,22/09/2004,03:07:05
1624,281,22/09/2004,03:07:34
561,1750,22/09/2004,03:29:35
492,1565,22/09/2004,03:30:18
492,1644,22/09/2004,03:32:46
1246,1601,22/09/2004,03:33:41
492,1021,22/09/2004,03:38:41
492,61,22/09/2004,03:46:16
1644,492,22/09/2004,04:02:02
1644,224,22/09/2004,04:03:17
492,1644,22/09/2004,04:05:25
1644,492,22/09/2004,04:05:49
1852,1344,22/09/2004,05:14:35
697,1472,22/09/2004,05:16:45
1472,697,22/09/2004,05:25:02
1601,711,22/09/2004,07:26:11
710,1281,22/09/2004,07:40:24
224,1644,22/09/2004,07:42:21
1657,36,22/09/2004,08:34:14
1657,36,22/09/2004,08:34:28
1657,1624,22/09/2004,08:35:27
1624,1657,22/09/2004,08:35:48
1624,1657,22/09/2004,08:35:57
1657,366,22/09/2004,08:42:00
1657,1675,22/09/2004,08:42:25
1657,1731,22/09/2004,08:43:05
1220,27,22/09/2004,09:28:19
1848,1543,22/09/2004,09:29:50
1344,1852,22/09/2004,09:48:39
105,367,22/09/2004,11:20:39
1543,1848,22/09/2004,16:54:11
509,1026,22/09/2004,17:45:59
1362,1624,22/09/2004,18:42:12
1,1626,22/09/2004,18:47:09
1644,224,22/09/2004,18:47:14
224,1644,22/09/2004,18:59:54
1626,1,22/09/2004,19:02:45
1644,224,22/09/2004,20:22:35
1237,1724,22/09/2004,20:45:33
32,1856,22/09/2004,22:11:00
32,1857,22/09/2004,22:12:30
1624,1362,22/09/2004,22:46:34
1852,1781,22/09/2004,23:40:00
1724,1237,22/09/2004,23:42:55
1852,1724,23/09/2004,00:07:31
1601,1118,23/09/2004,00:59:25
1601,1858,23/09/2004,01:01:45
1601,1768,23/09/2004,01:05:18
42,1724,23/09/2004,01:57:43
1181,492,23/09/2004,03:17:36
224,1644,23/09/2004,03:22:31
1724,42,23/09/2004,03:44:43
1724,1852,23/09/2004,03:45:29
1601,143,23/09/2004,04:59:30
1781,1852,23/09/2004,06:11:34
1781,1657,23/09/2004,06:11:50
792,1190,23/09/2004,06:38:52
443,520,23/09/2004,06:43:55
492,747,23/09/2004,07:00:40
523,812,23/09/2004,07:45:00
523,334,23/09/2004,07:45:16
652,1130,23/09/2004,08:10:57
95,1859,23/09/2004,08:15:27
1859,95,23/09/2004,08:18:30
95,1859,23/09/2004,08:19:32
1859,95,23/09/2004,08:20:12
95,1859,23/09/2004,08:22:45
1859,95,23/09/2004,08:23:45
95,1859,23/09/2004,08:25:36
1601,1859,23/09/2004,08:26:03
1859,95,23/09/2004,08:26:17
1859,1601,23/09/2004,08:26:45
1624,95,23/09/2004,08:26:48
95,1859,23/09/2004,08:28:03
95,1624,23/09/2004,08:28:11
1624,95,23/09/2004,08:29:02
1859,95,23/09/2004,08:29:19
1,1626,23/09/2004,08:29:34
95,1859,23/09/2004,08:31:24
1859,95,23/09/2004,08:32:52
95,1859,23/09/2004,08:35:21
1859,95,23/09/2004,08:36:11
95,1859,23/09/2004,08:39:10
1859,95,23/09/2004,08:39:21
143,1601,23/09/2004,08:50:23
843,1167,23/09/2004,09:16:44
1860,494,23/09/2004,09:36:27
1543,1861,23/09/2004,09:43:21
697,1472,23/09/2004,15:40:13
1052,1859,23/09/2004,20:07:50
12,1831,23/09/2004,20:51:15
12,1644,23/09/2004,20:52:47
199,959,23/09/2004,21:17:05
1852,1781,23/09/2004,21:23:49
1052,1624,23/09/2004,21:44:19
1781,1852,23/09/2004,22:13:06
1859,1052,23/09/2004,22:14:00
1624,1052,23/09/2004,22:14:31
1624,1862,23/09/2004,22:19:30
1852,697,23/09/2004,22:23:37
145,492,23/09/2004,22:38:24
1644,224,23/09/2004,22:39:21
1852,1781,23/09/2004,22:43:04
492,145,23/09/2004,22:43:07
1624,398,23/09/2004,22:44:52
398,1624,23/09/2004,23:01:21
1624,398,23/09/2004,23:27:57
398,1624,23/09/2004,23:36:03
398,1624,23/09/2004,23:46:42
9,1181,23/09/2004,23:50:45
1034,697,23/09/2004,23:55:14
9,1308,23/09/2004,23:55:58
95,697,23/09/2004,23:58:54
9,1644,24/09/2004,00:00:30
9,1255,24/09/2004,00:01:27
95,1403,24/09/2004,00:04:44
697,95,24/09/2004,00:13:04
697,95,24/09/2004,00:13:19
95,561,24/09/2004,00:23:41
95,697,24/09/2004,00:24:34
95,697,24/09/2004,00:35:13
697,95,24/09/2004,00:42:29
95,697,24/09/2004,00:52:59
1601,1859,24/09/2004,00:54:21
95,697,24/09/2004,00:56:41
1624,398,24/09/2004,01:20:06
1624,234,24/09/2004,01:24:09
398,1624,24/09/2004,01:31:01
334,523,24/09/2004,01:39:55
1781,1657,24/09/2004,02:01:37
1052,1859,24/09/2004,02:05:44
719,1641,24/09/2004,02:28:12
1624,1781,24/09/2004,03:37:24
1796,1343,24/09/2004,05:42:38
1181,9,24/09/2004,06:10:49
342,1848,24/09/2004,06:13:52
1601,973,24/09/2004,06:59:11
1472,697,24/09/2004,07:18:37
1836,1540,24/09/2004,07:36:42
398,828,24/09/2004,07:39:17
1836,1863,24/09/2004,07:46:40
9,1181,24/09/2004,08:03:05
1,312,24/09/2004,08:18:54
1859,1601,24/09/2004,09:52:26
1859,1052,24/09/2004,09:53:05
1860,993,24/09/2004,10:43:05
503,1756,24/09/2004,11:02:12
1601,1859,24/09/2004,12:46:09
1601,143,24/09/2004,12:51:29
1601,1246,24/09/2004,12:53:54
1601,1781,24/09/2004,12:57:04
1848,342,24/09/2004,15:37:06
1848,1543,24/09/2004,15:41:55
342,1848,24/09/2004,15:54:29
1859,1601,24/09/2004,16:01:32
143,1601,24/09/2004,17:13:18
1601,143,24/09/2004,18:02:27
1781,1601,24/09/2004,18:04:41
1308,9,24/09/2004,19:04:50
1237,1167,24/09/2004,20:34:55
9,1308,24/09/2004,20:46:29
586,396,24/09/2004,21:07:02
1644,9,24/09/2004,21:09:17
1624,105,24/09/2004,21:24:03
1624,1168,24/09/2004,21:42:02
1624,398,24/09/2004,21:42:12
1168,1624,24/09/2004,21:42:49
1624,95,24/09/2004,21:43:06
1624,1168,24/09/2004,21:43:18
1624,1168,24/09/2004,21:43:49
1168,1624,24/09/2004,21:44:14
1624,1168,24/09/2004,21:45:29
1168,1624,24/09/2004,21:46:45
1624,1168,24/09/2004,21:47:24
1168,1624,24/09/2004,21:48:34
398,1624,24/09/2004,21:50:20
1624,1168,24/09/2004,21:52:51
1624,398,24/09/2004,21:52:57
1168,1624,24/09/2004,21:54:17
398,1624,24/09/2004,21:56:09
1624,1168,24/09/2004,21:56:40
1624,398,24/09/2004,21:56:53
1624,1727,24/09/2004,21:57:38
1168,1624,24/09/2004,21:57:59
1624,1168,24/09/2004,21:59:19
1168,1624,24/09/2004,22:01:34
1624,1862,24/09/2004,22:01:57
1624,1168,24/09/2004,22:02:10
1727,1624,24/09/2004,22:02:28
1168,1624,24/09/2004,22:02:32
1624,1727,24/09/2004,22:02:57
1624,1168,24/09/2004,22:03:14
1168,1624,24/09/2004,22:05:51
1624,1168,24/09/2004,22:06:41
1727,1624,24/09/2004,22:07:30
1624,1626,24/09/2004,22:07:55
1624,1727,24/09/2004,22:08:27
1727,143,24/09/2004,22:09:40
1727,1624,24/09/2004,22:09:52
1727,1624,24/09/2004,22:10:09
1168,1624,24/09/2004,22:10:44
1624,1864,24/09/2004,22:11:08
1624,1727,24/09/2004,22:11:16
1624,1727,24/09/2004,22:11:23
1624,1168,24/09/2004,22:11:34
1168,1624,24/09/2004,22:12:42
1624,1864,24/09/2004,22:12:54
1624,1168,24/09/2004,22:13:06
1168,1624,24/09/2004,22:14:23
1624,1285,24/09/2004,22:14:26
1624,1168,24/09/2004,22:14:41
1168,1624,24/09/2004,22:16:25
1624,1168,24/09/2004,22:18:36
1168,1624,24/09/2004,22:20:13
1624,1168,24/09/2004,22:22:47
1168,1624,24/09/2004,22:24:26
1601,701,24/09/2004,22:24:46
1624,1168,24/09/2004,22:25:10
1624,1052,24/09/2004,22:25:19
1052,1859,24/09/2004,22:25:36
1052,1624,24/09/2004,22:25:53
1624,1052,24/09/2004,22:26:20
1168,1624,24/09/2004,22:26:24
1624,1168,24/09/2004,22:27:06
1052,1624,24/09/2004,22:27:42
1168,1624,24/09/2004,22:28:36
1624,1052,24/09/2004,22:28:47
1624,1168,24/09/2004,22:29:07
1052,1624,24/09/2004,22:29:19
1168,1624,24/09/2004,22:29:48
1626,1624,24/09/2004,22:33:36
1624,1052,24/09/2004,22:35:29
1624,1168,24/09/2004,22:35:47
1624,1626,24/09/2004,22:36:06
1168,1624,24/09/2004,22:39:01
1624,1168,24/09/2004,22:40:31
1168,1624,24/09/2004,22:47:23
1624,1168,24/09/2004,22:53:50
1168,1624,24/09/2004,22:55:28
1624,1168,24/09/2004,23:01:00
1168,1624,24/09/2004,23:01:50
1624,1168,24/09/2004,23:02:35
1168,1624,24/09/2004,23:03:24
1624,1168,24/09/2004,23:05:51
1168,1624,24/09/2004,23:06:25
1624,1168,24/09/2004,23:08:48
1168,1624,24/09/2004,23:09:31
1543,1848,24/09/2004,23:10:14
1543,1865,24/09/2004,23:11:46
1624,1168,24/09/2004,23:14:59
1168,1624,24/09/2004,23:16:21
1675,1657,24/09/2004,23:17:49
1624,1168,24/09/2004,23:19:16
1168,1624,24/09/2004,23:20:54
1624,1168,24/09/2004,23:22:22
1168,1624,24/09/2004,23:24:08
1624,1168,24/09/2004,23:26:45
1168,1624,24/09/2004,23:27:21
1624,1168,24/09/2004,23:30:21
1168,1624,24/09/2004,23:31:42
1624,1168,24/09/2004,23:32:43
1168,1624,24/09/2004,23:33:42
1624,1168,24/09/2004,23:34:22
1168,1624,24/09/2004,23:36:46
1624,1168,24/09/2004,23:37:29
1168,1624,24/09/2004,23:38:31
1624,1168,24/09/2004,23:41:03
1756,503,24/09/2004,23:41:09
1168,1624,24/09/2004,23:42:52
1624,1168,24/09/2004,23:44:55
1624,1866,24/09/2004,23:46:22
1168,1624,24/09/2004,23:46:47
1624,1168,24/09/2004,23:47:37
1866,1624,24/09/2004,23:49:25
1168,1624,24/09/2004,23:49:29
1624,1866,24/09/2004,23:50:26
1866,1624,24/09/2004,23:51:08
1624,1168,24/09/2004,23:51:45
1624,1866,24/09/2004,23:51:56
1168,1624,24/09/2004,23:52:09
1624,1168,24/09/2004,23:52:48
1866,1624,24/09/2004,23:53:41
1168,1624,24/09/2004,23:54:27
1624,1866,24/09/2004,23:59:24
1624,1168,24/09/2004,23:59:53
1866,1624,25/09/2004,00:00:10
1866,1624,25/09/2004,00:00:52
1168,1624,25/09/2004,00:01:43
1624,1866,25/09/2004,00:02:02
1624,1866,25/09/2004,00:02:26
1624,1168,25/09/2004,00:02:53
1866,1624,25/09/2004,00:03:16
1168,1624,25/09/2004,00:03:40
1866,1624,25/09/2004,00:03:46
1624,1866,25/09/2004,00:04:50
1624,1168,25/09/2004,00:05:03
1624,1866,25/09/2004,00:05:33
1866,1624,25/09/2004,00:05:35
1168,1624,25/09/2004,00:06:06
1624,1866,25/09/2004,00:06:29
1624,1168,25/09/2004,00:06:42
1866,1624,25/09/2004,00:07:32
520,443,25/09/2004,00:07:35
1866,1624,25/09/2004,00:08:27
1624,1866,25/09/2004,00:08:35
1624,1866,25/09/2004,00:10:29
1624,520,25/09/2004,00:11:38
1866,1624,25/09/2004,00:13:06
1624,1866,25/09/2004,00:13:44
1866,1624,25/09/2004,00:14:08
1866,1624,25/09/2004,00:14:37
1624,1866,25/09/2004,00:15:00
1624,1866,25/09/2004,00:15:12
1866,1624,25/09/2004,00:16:47
1866,1624,25/09/2004,00:17:38
1624,1866,25/09/2004,00:17:39
1866,1624,25/09/2004,00:18:07
1624,1866,25/09/2004,00:18:14
1624,1866,25/09/2004,00:18:41
1866,1624,25/09/2004,00:19:00
1866,1624,25/09/2004,00:19:32
1624,1866,25/09/2004,00:19:37
1624,1866,25/09/2004,00:19:56
1866,1624,25/09/2004,00:20:51
1624,1866,25/09/2004,00:21:39
1866,1624,25/09/2004,00:22:13
1624,1866,25/09/2004,00:22:45
1866,1624,25/09/2004,00:22:49
1866,1624,25/09/2004,00:22:59
1168,1624,25/09/2004,00:32:13
1624,1168,25/09/2004,00:35:42
1168,1624,25/09/2004,00:38:08
1624,1168,25/09/2004,00:39:42
1168,1624,25/09/2004,00:41:10
1168,1624,25/09/2004,00:46:31
1624,1168,25/09/2004,00:53:52
32,1675,25/09/2004,01:14:01
143,1727,25/09/2004,01:37:21
143,1601,25/09/2004,01:38:13
1862,1624,25/09/2004,01:42:52
1624,1862,25/09/2004,01:46:49
1231,1783,25/09/2004,01:50:19
509,1097,25/09/2004,02:16:09
509,1839,25/09/2004,02:19:11
1181,9,25/09/2004,02:25:30
398,1624,25/09/2004,03:27:00
1811,1624,25/09/2004,03:37:21
1783,1231,25/09/2004,03:41:46
843,1237,25/09/2004,03:53:40
1859,1052,25/09/2004,06:34:56
1280,1167,25/09/2004,06:58:07
1624,398,25/09/2004,07:20:52
1624,1811,25/09/2004,07:21:24
969,1867,25/09/2004,09:30:31
479,1540,25/09/2004,10:30:45
479,1546,25/09/2004,10:31:01
1546,479,25/09/2004,11:18:52
95,1624,25/09/2004,17:29:27
9,1181,25/09/2004,18:26:12
1052,1859,25/09/2004,18:57:54
1724,785,25/09/2004,19:05:46
1724,1836,25/09/2004,19:29:20
1624,95,25/09/2004,20:04:57
1601,143,25/09/2004,21:22:36
398,1624,25/09/2004,21:50:04
719,1868,25/09/2004,22:37:22
447,398,26/09/2004,00:02:31
398,447,26/09/2004,00:20:52
1869,1862,26/09/2004,00:54:13
1862,1869,26/09/2004,01:09:14
1859,1052,26/09/2004,01:13:08
1,36,26/09/2004,03:28:55
1624,1866,26/09/2004,03:32:19
36,1,26/09/2004,03:33:29
1,36,26/09/2004,04:19:51
36,1,26/09/2004,04:24:35
9,1644,26/09/2004,04:29:54
1543,256,26/09/2004,04:48:35
1783,645,26/09/2004,04:53:35
1868,719,26/09/2004,05:25:50
1675,32,26/09/2004,05:52:35
1675,32,26/09/2004,05:53:34
1868,719,26/09/2004,06:57:10
1868,1338,26/09/2004,07:15:14
1619,1343,26/09/2004,08:03:22
1750,561,26/09/2004,08:46:38
1543,1870,26/09/2004,09:36:07
1,312,26/09/2004,11:18:50
1836,1724,26/09/2004,16:42:35
32,1675,26/09/2004,18:09:07
536,927,26/09/2004,18:51:02
312,1,26/09/2004,18:58:15
711,1601,26/09/2004,19:25:53
711,1868,26/09/2004,19:27:00
557,1624,26/09/2004,20:23:12
1724,1836,26/09/2004,21:07:15
1308,9,26/09/2004,21:52:52
1246,1601,26/09/2004,22:16:35
95,1624,26/09/2004,22:25:22
1118,1601,26/09/2004,22:54:16
1624,95,27/09/2004,00:18:26
398,1624,27/09/2004,00:18:46
9,1308,27/09/2004,01:07:59
9,708,27/09/2004,01:13:22
9,899,27/09/2004,01:14:23
1624,398,27/09/2004,01:14:30
9,1380,27/09/2004,01:15:57
1624,810,27/09/2004,01:23:07
1624,1862,27/09/2004,01:26:34
1624,1781,27/09/2004,01:27:00
398,1624,27/09/2004,01:39:21
1624,398,27/09/2004,01:39:44
398,1624,27/09/2004,01:43:55
1624,398,27/09/2004,01:45:22
1781,1624,27/09/2004,01:47:31
398,1624,27/09/2004,01:48:45
1624,1781,27/09/2004,01:50:48
1624,1601,27/09/2004,01:54:09
398,1624,27/09/2004,01:57:35
1781,1624,27/09/2004,02:02:32
1624,398,27/09/2004,02:17:45
1624,1781,27/09/2004,02:19:21
1781,1624,27/09/2004,02:28:15
1624,1781,27/09/2004,02:28:35
1675,32,27/09/2004,02:31:06
1624,1781,27/09/2004,02:48:33
1624,1772,27/09/2004,02:49:23
1344,1312,27/09/2004,02:53:33
1624,810,27/09/2004,02:56:31
810,1624,27/09/2004,02:59:15
810,1624,27/09/2004,02:59:27
1624,810,27/09/2004,02:59:41
1624,810,27/09/2004,02:59:50
810,1624,27/09/2004,03:00:02
1624,645,27/09/2004,03:00:20
810,1624,27/09/2004,03:00:38
1624,810,27/09/2004,03:01:31
810,1624,27/09/2004,03:02:35
810,1624,27/09/2004,03:03:30
1624,810,27/09/2004,03:04:37
1624,810,27/09/2004,03:04:46
1624,1868,27/09/2004,03:05:15
810,1624,27/09/2004,03:06:06
1868,1624,27/09/2004,03:06:21
1387,1312,27/09/2004,03:07:37
1868,711,27/09/2004,03:10:43
810,1624,27/09/2004,03:12:27
1624,810,27/09/2004,03:15:45
1624,1868,27/09/2004,03:16:00
810,1624,27/09/2004,03:16:25
1624,810,27/09/2004,03:16:31
1624,810,27/09/2004,03:16:52
1868,1624,27/09/2004,03:18:20
1624,1868,27/09/2004,03:19:09
1624,1871,27/09/2004,03:22:04
810,1624,27/09/2004,03:22:21
1871,1624,27/09/2004,03:23:13
1624,810,27/09/2004,03:23:15
1868,1624,27/09/2004,03:23:20
1624,1871,27/09/2004,03:23:43
1624,1868,27/09/2004,03:24:14
1871,1624,27/09/2004,03:24:21
1624,1871,27/09/2004,03:24:35
1871,1624,27/09/2004,03:25:32
1624,1871,27/09/2004,03:26:04
1871,1624,27/09/2004,03:26:47
1624,1871,27/09/2004,03:27:13
1868,1624,27/09/2004,03:27:24
810,1624,27/09/2004,03:27:36
1624,1868,27/09/2004,03:37:45
